[2024-03-11 20:35:28.515] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:111:111] Start
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-11 20:35:29.374] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint.onnx
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint.onnx
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:19:19] Matcher is being created
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:41:41] Initializing matcher ort env
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:55:55] Using 0 threads, with graph optimization level 99
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:59:59] Using CUDA for matcher
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:74:74] Loading matcher model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint_lightglue_fused_fp16.onnx
[2024-03-11 20:35:30.992] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:78:78] Matcher model loaded
[2024-03-11 20:35:30.992] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:82:82] Matcher ort env initialized
[2024-03-11 20:35:32.279] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 1274.240071
[2024-03-11 20:35:32.279] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 1274.489219
[2024-03-11 20:35:32.324] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.45547792665901143, -0.0638514787064315, 0.7024879665897448]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4919065855703181, -0.06521709351902016, 0.7314271109796009]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.22940593885458366, -0.04712575457204405, 0.49039641869818895]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09565645197256345, -0.03565989981380654, 0.4734780028293323]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.13777177320213568, -0.034326549275206564, 0.4664849059192259]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.12004720026971383, -0.03480282857603894, 0.47295729477226084]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.05041669403021153, -0.035314197977458724, 0.47990652169847997]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.0057257277799859846, -0.03501577215119604, 0.4873284989824307]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03981730142620122, -0.035035229028088845, 0.4875992885917298]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08538947303747049, -0.03418176498189931, 0.4874525068266867]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1312133557607215, -0.03386072116743616, 0.49511070180379396]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17505913934451017, -0.033402551577878394, 0.4884114001351919]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.22080567770869283, -0.03342148021353354, 0.48868819160250143]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30905780215829187, -0.03345818880220706, 0.48922498723504165]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.26273048726939124, -0.03211531609633728, 0.4817711938096651]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4490337109512848, -0.04027261453506403, 0.715649819285626]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4965334322273754, -0.02914340217187789, 0.7161981925503987]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.5153882846674378, -0.01746791298456703, 0.7471220986905757]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.13917580640822158, -0.012510021254661309, 0.46598998395740965]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.43830057913364967, -0.016707043953347874, 0.7144665753761624]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.233230973263063, -0.005615040929764327, 0.4983432301562001]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2144354810773815, 0.0036704496770321327, 0.47195260276094564]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.13609916129810246, 0.00836897771114843, 0.4606583806196724]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09566193180080675, 0.010241564965301524, 0.4734947085789061]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.05217347666584695, 0.010389091542188962, 0.4803152187892693]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.005649027841649236, 0.010394967954976637, 0.48058689708085006]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08541194980600203, 0.010552917486257628, 0.48788929865413777]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03983371444603765, 0.01138075915074684, 0.48720555393752984]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.13115511843527614, 0.011555897674841126, 0.49470312684978385]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17496772614570794, 0.011399811899511638, 0.48802125012139375]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.22081135105519012, 0.012262618654839238, 0.4887055173754593]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2629011740007869, 0.012098846012276026, 0.4821786864880625]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.44224874161885297, 0.017212728711510056, 0.6860686767771346]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3062463344611554, 0.014598730149893888, 0.482062883740214]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3022333725238503, 0.033356086085389064, 0.47582228048673925]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.42709200865358143, 0.051503016227303966, 0.7001326379641715]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4408323573808619, 0.06493369032655316, 0.7145498903949165]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4285225414051088, 0.06494162353282516, 0.7146371196952848]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40861723418593937, 0.07467926525206554, 0.7015093465560261]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.431804894747469, 0.07289397244656191, 0.6847516293001393]
[2024-03-11 20:35:32.325] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09730365190200178, 0.054505737243212, 0.4735020309783809]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.05217756401008829, 0.055292038349365566, 0.4803327497780971]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.005651437731118359, 0.055323325554828356, 0.4806045442195811]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03983256091866395, 0.05692918210191687, 0.4872332260225812]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.0853922122451485, 0.056961021711842856, 0.4875057377960952]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1311592080848013, 0.05780532640315873, 0.4947317482568714]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17497413181515134, 0.05702444429010476, 0.488048589340612]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21929213502157963, 0.056265759822570496, 0.48155541314741773]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.26275091230743297, 0.056296665029054546, 0.48181995584171833]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30625827309790127, 0.056327786879981176, 0.48208635844095976]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.13940344962855789, 0.05612469880820584, 0.4665239278356388]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.12006619171467517, 0.0569046825485403, 0.4730073031307284]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.389605045560017, 0.06051227242110161, 0.5103435269718154]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.8467569320280246, 0.13049496379651987, 1.025667050812046]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4786163257054022, 0.08978682159870563, 0.6870144410294855]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.37879110128312626, 0.09046417842552622, 0.6743324996564729]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4165298107782522, 0.08701885607252534, 0.6571415227431846]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4810838143547939, 0.12073925962571647, 0.7009975426153752]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2775437207433276, 0.09571007220435314, 0.5556820618991734]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.43221598729560906, 0.11841588108131507, 0.6739605990862314]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2190832919895294, 0.09153192574795851, 0.4785221553948197]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.46682737766628446, 0.13738720503237611, 0.687149936263068]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.43454858212348674, 0.13474995090179728, 0.6739596126783307]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4134970324823665, 0.14269387788339863, 0.7015426497587989]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.14117189463269583, 0.09900502237347499, 0.4668805947454428]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.053842663206548465, 0.1018595582236715, 0.48034174077425484]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.0074192097729018245, 0.1033507912329637, 0.4873739576379264]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03927849036208116, 0.10106259057629817, 0.48050868058276597]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08539372725486952, 0.10254044297890652, 0.48753517896823423]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.13116356694155953, 0.10406048025395355, 0.49476225372334387]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21930122784519018, 0.10128853668065091, 0.4815830366152709]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4344251239700245, 0.14848546155829945, 0.7002197415220832]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09719123365470883, 0.10115581471904846, 0.47316288117217004]
[2024-03-11 20:35:32.326] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17409662592759476, 0.10195380595713308, 0.4807907644748307]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.26060189968934944, 0.10067476304263094, 0.4747592962700437]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3060175603869668, 0.10379563663849187, 0.4816130514212647]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.41876861050725245, 0.1835957878583821, 0.6864603624428692]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.129193127030754, 0.1478183568055753, 0.4810716968476298]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17422655761055086, 0.14790118204462854, 0.4813412725943343]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.05376151999005669, 0.14915059623524715, 0.4799987852019868]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.007268293534424005, 0.1492343827794665, 0.4802684209456548]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08539543823369919, 0.15150273652825597, 0.4875684284217517]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2177922814271721, 0.1466318357011915, 0.4745376422466883]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2642377286473726, 0.14874939014973235, 0.48139055890438087]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30483139873654, 0.1457881588422574, 0.4744660936997782]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.21774075355000327, 0.15051927577840016, 0.47906560356183364]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.25220668300040217, 0.19682694256771943, 0.6264500190121101]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09895229034603212, 0.14960014491308798, 0.4735298494085488]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3943119163920821, 0.16577053812682152, 0.5190258744094427]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.307393153192945, 0.1561367568840277, 0.48104307368220456]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.21803691459317007, 0.15664306976384573, 0.4725210516131226]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.09893646856855816, 0.16263072536836648, 0.48803320300261893]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.07089174199387517, 0.16103042417006685, 0.48073468999884894]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.39160199940297097, 0.16969138528948438, 0.5039850007285612]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.077473854237845, 0.2375122296875463, 0.6911971932647915]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.02791000974372906, 0.17650251521888102, 0.5162519887384295]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.046868790954054454, 0.17395352514171392, 0.5087965147100011]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17291972462618613, 0.26698653842329045, 0.7848777343682324]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.26274456098272236, 0.26325215968505394, 0.7699831446481118]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.00991928987885098, 0.22791268598312095, 0.6632607948079208]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03812195053819816, 0.17347442725928858, 0.507395449048474]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21593224571254135, 0.276094964567195, 0.8034759455603454]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.29407773736664494, 0.2511075016947683, 0.7344579675541567]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.4376014911139666, 0.28130444848386765, 0.8227785400515727]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2844038614540274, 0.24022044050408164, 0.6886706381981545]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.26064804442545864, 0.24028560585671369, 0.6888574111072169]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.10646864582988315, 0.17209982753368244, 0.4933819199984369]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2333585960418321, 0.2711526818259401, 0.7697070032285263]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09190886043903958, 0.24383691628698223, 0.6755676985334826]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.04041788289598454, 0.19262349638577145, 0.5163435453816865]
[2024-03-11 20:35:32.327] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.28623006921586946, 0.26720943284646337, 0.687559077767721]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2935460515296306, 0.28022603653517386, 0.721051620916541]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2609577852658792, 0.2866192309712799, 0.7342279883911115]
